Resource,Hotel,Review,Stance,Authenticity
MTurk,hilton,"['stay', 'hilton', 'chicago', 'quite', 'unpleasant', 'might', 'ask', 'well', 'ill', 'tell', 'towel', 'scratchy', 'service', 'terrible', 'terrible', 'mean', 'even', 'desk', 'check', 'also', 'order', 'breakfast', 'lunch', 'dinner', 'room', 'service', 'receive', 'wrong', 'order', 'meal', 'felt', 'little', 'sick', 'lunch', 'finally', 'bill', 'charge', 'stuff', 'want', 'ask', 'overall', 'hotel', 'bad', 'unpleasant', 'others', 'give', 'half', 'star']",negative,deceptive
MTurk,hilton,"['stay', 'two', 'night', 'hilton', 'chicago', 'last', 'time', 'stay', 'arrive', 'could', 'believe', 'hotel', 'offer', 'free', 'parking', 'want', 'least', '10', 'pay', 'stay', 'night', 'website', 'also', 'tout', 'clean', 'linen', 'room', 'clean', 'believe', 'linen', 'clean', 'problem', 'pillow', 'etc', 'know', 'people', 'allergy', 'also', 'later', 'find', 'hotel', 'allow', 'pet', 'think', 'another', 'part', 'symptom', 'like', 'clean', 'hotel', 'without', 'allergy', 'attack', 'suggest', 'opt', 'somewhere', 'else', 'stay', 'like', 'nickel', 'dim', 'end', 'parking', 'beware', 'hidden', 'cost', 'try', 'somewhere', 'else', 'future', 'worth', 'money', 'sneeze', 'night']",negative,deceptive
MTurk,hilton,"['hilton', 'chicago', 'locate', 'prime', 'real', 'estate', 'downtown', 'chicago', 'age', 'gracefully', 'hotel', 'around', 'country', 'open', 'period', 'time', 'hotel', 'maintain', 'appearance', 'luxury', 'make', 'iconic', 'luxury', 'accord', '21st', 'century', 'standard', 'lack', 'form', 'fitness', 'center', 'hilton', 'almost', 'alone', 'among', 'major', 'hotel', 'chicago', 'force', 'patron', 'go', 'elsewhere', 'quick', 'workout', 'even', 'nominal', 'fee', 'wireless', 'internet', 'use', 'hotel', 'room', 'rare', 'point', 'outrageous', 'park', 'fee', '43', 'guest', 'discourage', 'towner', 'make', 'hilton', 'destination', 'guest', 'room', 'different', 'hilton', 'anywhere', 'mean', 'unless', 'stay', 'admittedly', 'fantastic', 'executive', 'suite', 'pay', 'premium', 'prosaic', 'hotel', 'experience']",negative,deceptive
MTurk,hilton,"['stay', 'hilton', 'chicago', 'back', 'july', 'luxury', 'hotel', 'place', 'meet', 'expectation', 'starter', 'arrive', 'fifteen', 'minute', 'early', 'check', 'tell', 'room', 'ready', 'least', 'another', 'hour', ""i'm"", 'use', 'hotel', 'room', 'ready', 'well', 'check-in', 'timee', 'since', 'wait', 'decide', 'grab', 'drink', 'one', ""hotel's"", 'restaurant', 'kitty', ""o'sheas"", 'well', 'must', 'use', 'almost', 'whole', 'hour', 'wait', 'drink', 'finally', 'get', 'room', 'ok', 'although', 'great', 'price', 'view', 'anything', 'speak', 'even', 'though', 'pay', 'view', 'extra', 'towel', 'request', 'call', 'room', 'service', 'twice', 'receive', 'another', 'two', 'time', 'air', 'conditioner', 'work', 'fee', 'internet', 'ridiculous', 'phone', 'service', 'terrible', 'could', 'barely', 'use', 'internet', 'phone', 'next', 'time', ""i'm"", 'chicago', 'area', 'stay', 'hilton', ""i'd"", 'recommend', 'hotel', 'people', 'want', 'waste', 'money']",negative,deceptive
MTurk,hilton,"['hilton', 'chicago', 'boast', 'one', 'great', 'fall', 'cliche', 'hotel', 'many', 'different', 'room', 'supposed', 'array', 'choice', 'king', 'two', 'bathroom', 'lakeside', 'view', 'suite', 'look', 'good', 'paper', 'get', 'bill', 'pay', 'huge', 'fee', 'seem', 'like', 'nice', 'upgrade', 'give', 'nothing', 'return', 'staff', 'nice', 'stay', 'hotel', 'go', 'way', 'seek', 'staff', 'casual', 'dining', 'atmosphere', 'might', 'nice', 'college', 'couple', 'look', 'getaway', 'cheap', 'next', 'time', 'stay', 'chicago', 'look', 'elsewhere']",negative,deceptive
MTurk,hilton,"['husband', 'reserve', 'room', 'online', 'chicago', 'hilton', 'look', 'quit', 'day', 'away', 'home', 'work', 'unfortunately', 'find', 'look', 'first', 'room', 'small', 'appear', 'online', 'photo', 'floor', 'look', 'like', 'clean', 'check', 'area', 'room', 'stay', 'thin', 'wall', 'could', 'hear', 'conversation', 'guest', 'side', 'staff', 'horrible', 'ask', 'turn', 'service', 'never', 'receive', 'would', 'recommend', 'hotel', 'anyone', 'chicago', 'great', 'place', 'visit', 'long', 'stay', 'hilton']",negative,deceptive
MTurk,hilton,"['stay', 'hilton', 'chicago', 'recent', 'business', 'trip', 'elect', 'go', 'executive', 'suite', 'upgrade', 'say', 'upgrade', 'barely', 'anything', 'get', 'normally', 'price', 'pay', 'expect', 'much', 'good', 'acommodations', 'arrive', 'around', '10:30', 'night', 'check', 'delayed', 'flight', 'get', 'concierge', 'service', 'stop', '10', 'find', 'odd', 'hour', 'stop', 'service', 'like', 'especially', 'expect', 'guest', 'check', 'yet', 'beyond', 'take', '20', 'minute', 'get', 'room', 'first', 'room', 'mix-up', 'missing', 'key', 'card', 'extremely', 'frustrating', 'tire', 'presentation', 'give', 'next', 'morning', 'speaking', 'next', 'morning', 'complimentary', 'breakfast', 'joke', 'want', 'stale', 'muffin', 'bad', 'cup', 'coffee', 'breakfast', ""i'll"", 'stay', 'next', 'super', '8', 'find', 'wireless', 'internet', 'room', 'actually', 'pay', 'top', 'everything', 'else', 'horrible', 'connection', 'angonizingly', 'slow', 'speed', 'stay', 'hilton', 'chicago', 'every', 'even', 'though', 'frequent', 'chicago', 'top', 'list', 'horrible', 'hotel', 'experience', 'long', 'shot']",negative,deceptive
MTurk,hilton,"['really', 'wish', 'could', 'say', 'like', 'hotel', 'whole', 'experience', 'plain', 'awful', 'first', 'warning', 'sign', 'make', 'reservation', 'person', 'speak', 'place', 'reservation', 'absolutely', 'idea', 'first', 'try', 'book', 'wrong', 'hotel', 'finally', 'get', 'sort', 'hotel', 'actually', 'want', 'book', 'wrong', 'date', 'read', 'right', 'date', 'call', 'back', 'two', 'day', 'later', 'confirm', 'find', ""he'd"", 'give', 'wrong', 'date', 'hilton', 'get', 'fixed', 'already', 'bad', 'feeling', 'stay', 'come', 'actually', 'stay', 'hotel', 'people', 'check-in', 'desk', 'downright', 'rude', 'room', 'suppose', 'non-smoking', 'room', 'room', 'smell', 'strongly', 'cigarette', 'smoke', 'hotel', 'staff', 'refuse', 'believe', 'let', 'change', 'room', 'one', 'smell', 'cigarette', 'however', 'might', 'well', 'stay', 'first', 'room', 'short', 'towel', 'take', 'four', 'call', 'period', '12', 'hour', 'front', 'desk', 'get', 'sheet', 'change', 'make', 'obvious', 'crumb', 'fresh', 'stain', 'litter', 'yes', 'able', 'get', 'fresh', 'sheet', 'like', 'towel', 'take', 'several', 'hour', 'deliver', 'since', 'pet', 'friendly', 'hotel', 'lucky', 'get', 'stick', 'room', 'next', 'room', 'fill', 'yappy', 'little', 'dog', 'wall', 'paper', 'thin', 'could', 'hear', 'night', 'bark', 'complain', 'staff', 'refuse', 'believe', 'say', 'wall', 'room', 'thick', 'able', 'hear', 'anything', 'next', 'door', 'yeah', 'right', 'excite', 'use', 'pool', 'like', 'room', 'clean', 'recently', 'try', 'fitness', 'center', 'half', 'equipment', 'break', 'try', 'cut', 'stay', 'short', 'course', 'hotel', 'work', 'even', 'refuse', 'comp', 'stay', 'grossness', 'deal', 'never', 'stay', 'hilton', 'sure', 'let', 'everyone', 'know', 'nightmare', 'stay']",negative,deceptive
MTurk,hilton,"['family', 'stay', 'hotel', 'walk', 'lobby', 'expect', 'good', 'experience', 'make', 'way', 'counter', 'greet', 'really', 'know', 'may', 'bad', 'experience', 'customer', 'service', 'person', 'rude', 'wait', 'minute', 'get', 'room', 'look', 'like', 'someone', 'check', 'high', 'chair', 'request', 'still', 'spot', 'food', 'rest', 'room', 'water', 'counter', 'little', 'toilet', 'paper', 'get', 'settle', 'go', 'dining', 'room', 'supper', 'disappoint', 'service', 'food', 'quality', 'price', 'pay', 'luckily', 'stay', 'one', 'day', 'one', 'day', 'almost', 'long']",negative,deceptive
MTurk,hilton,"['disappointed', 'hotel', 'front', 'desk', 'clerk', 'rude', 'personal', 'call', 'take', '10', 'min', 'get', 'phone', 'arrive', 'room', 'bed', 'make', 'last', 'guest', 'towel', 'dirty', 'call', 'front', 'desk', 'make', 'come', 'back', 'twelveth', 'floor', 'new', 'room', 'assignment', 'twelveth', 'floor', 'downstairs', 'clerk', 'treat', 'though', 'do', 'something', 'wrong', 'arrive', 'new', 'room', 'find', 'bathroom', 'less', 'clean', 'hair', 'floor', 'toilet', 'shower', 'shower', 'curtain', 'mildew', 'dry', 'toothpaste', 'spit', 'mirror', 'allergy', 'start', 'bother', 'immediately', 'upon', 'enter', 'room', 'check', 'filter', 'air', 'conditioner', 'look', 'like', 'never', 'cleaned.the', 'comforter', 'stain', 'carpet', 'look', 'like', 'never', 'saw', 'vacuum', 'wait', 'acceptable', 'room', 'go', 'dinner', 'prove', 'bad', 'room', 'lettuce', 'salad', 'brown', 'slimmy', 'steak', 'rare', 'ask', 'medium', 'mention', 'taste', 'like', 'rotten', 'meat.the', 'veggie', 'look', 'like', 'cook', 'week', 'earlier', 'potato', 'shrivel', 'dry', 'top', 'whole', 'experience', 'go', 'turn', 'lamp', 'final', 'room', 'electrocute', 'ambulance', 'come', 'get', '2', 'day', 'hospital', 'stay']",negative,deceptive
MTurk,james,"['go', 'james', 'hotel', 'chicago', 'truly', 'expect', 'luxury', 'experience', 'exactly', 'like', 'advertise', 'gorgeous', 'chair', 'staff', 'desk', 'focus', 'job', 'clean', 'well', 'decorate', 'hotel', 'room', 'much', ""wallet's"", 'dismay', 'find', 'quite', 'opposite', 'arrive', 'hotel', 'late', 'flight', 'delay', 'find', 'clerk', 'read', 'magazine', 'must', 'fascinating', 'article', 'take', 'full', 'minute', 'look', 'ask', 'reservation', 'would', 'make', 'one', 'say', 'one', 'give', 'voucher', ""i'd"", 'print', 'check', 'say', 'single', 'room', 'already', 'rent', 'go', 'say', 'would', 'pay', 'extra', 'two', 'three', 'person', 'room', 'wish', 'stay', 'night', 'grudgingly', 'accept', 'two', 'person', 'option', 'jet', 'lag', 'set', 'desperately', 'need', 'get', 'sleep', 'clerk', 'offer', 'walk', 'room', 'say', 'look', 'tired', 'try', 'navigate', 'hotel', 'would', 'much', 'easy', 'get', 'sleep', 'accept', 'follow', 'new', 'room', 'carry', 'briefcase', 'apparent', 'time', 'hand', 'free', 'usher', 'room', 'set', 'briefcase', 'inside', 'say', 'need', 'anything', 'phone', 'next', 'bed', 'would', 'give', 'direct', 'line', 'room', 'service', 'without', 'dial', 'anything', 'thank', 'close', 'door', 'look', 'around', 'fully', 'saw', 'stay', 'supposedly', 'two', 'person', 'suite', 'two', 'twin', 'bed', '6', 'apart', 'cover', 'ruffled', 'blanket', 'sheet', 'cleaning', 'staff', 'obviously', 'recently', 'quick', 'look', 'around', 'area', 'find', 'bathroom', 'toilet', 'paper', 'soap', 'even', 'complementary', 'one', 'leave', 'behind', 'get', 'ready', 'bed', 'look', 'around', 'tv', 'remote', 'turn', 'battery', 'instead', 'turn', 'light', 'roll', 'sheet', 'blanket', 'turn', 'inside', 'try', 'find', 'clean', 'option', 'morning', 'walk', 'lobby', 'ask', 'check', ""i'd"", 'enough', 'hotel', 'one', 'night', 'clerk', 'morning', 'cheerful', 'blond', 'cheerfully', 'ask', 'room', 'number', 'hand', 'bill', '240', 'room', 'extra', '80', 'note', 'baggage', 'service', 'ask', 'say', 'anyone', 'carry', 'bag', 'room', 'file', 'baggage', 'service', 'ask', 'consider', 'reasonable', 'charge', '80', 'carry', 'suitcase', 'room', 'two', 'floor', 'rid', 'elevator', 'say', 'unusual', 'unheard', 'offer', 'change', 'mere', '20', 'hand', 'slip', 'phone', 'number', 'name', 'reason', 'disagreement', 'say', 'manager', 'would', 'handle', 'complaint', 'clerk', 'sign', 'leave', 'wallet', '260', 'lighter', 'head', 'throb', 'headache', 'lack', 'sleep']",negative,deceptive
MTurk,james,"['recently', 'stay', 'james', 'hotel', 'chicago', 'trust', 'never', 'pay', 'premium', 'price', 'expect', 'first', 'rate', 'service', 'whole', 'experience', 'disaster', 'though', 'short', 'live', 'b', 'c', 'could', 'stay', 'another', 'second', 'arrive', 'hotel', 'wait', 'receptionist', 'finish', 'play', 'phone', 'service', 'room', 'ready', 'wait', 'lobby', 'baggage', 'finally', 'get', 'room', 'exactly', 'call', 'clean', 'bad', 'picture', 'website', 'nice', 'enough', 'furniture', 'fall', 'apart', 'probably', 'walmart', 'plenty', 'space', 'average', 'person', '5', ""i'm"", '6', '4', 'bed', 'small', 'say', 'mention', 'uncomfortable', 'order', 'room', 'service', 'bring', 'us', 'wrong', 'order', 'take', '2', 'hour', 'wall', 'also', 'paper', 'thin', 'get', 'little', 'sleep', 'heater', 'help', 'block', 'noise', 'stop', 'work', 'middle', 'night', 'next', 'morning', 'sore', 'uncomfortable', 'bed', 'hungry', 'tire', 'cold', 'check', 'even', 'coffee', 'stay', 'away']",negative,deceptive
MTurk,james,"['disappoint', 'stay', 'james', 'strict', 'gluten', 'free', 'diet', 'tell', 'hotel', 'restaurant', 'could', 'accomodate', 'need', 'time', 'sit', 'meal', 'would', 'explain', 'dietary', 'need', 'waiter', 'time', 'end', 'send', 'plate', 'back', 'gluten', 'item', 'include', 'wife', 'sleep', 'apnea', 'make', 'reservation', 'make', 'sure', 'ask', 'room', 'available', 'outlet', 'near', 'bed', 'could', 'plug', 'cpap', 'machine', 'assure', 'problem', 'however', 'arrive', 'hotel', 'request', 'room', 'change', 'outlet', 'near', 'bed', 'wait', 'lobby', 'sometime', 'room', 'move', 'yet', 'finish', 'benig', 'clean', 'overall', 'entirely', 'horrific', 'stay', 'expect', 'hotel', 'suppose', 'caliber', 'next', 'time', 'visit', 'chicago', 'stay', 'another', 'hotel']",negative,deceptive
MTurk,james,"['initially', 'excited', 'find', 'employer', 'send', 'chicago', 'business', 'could', 'never', 'imagine', 'frustration', 'irritation', 'would', 'heap', 'inept', 'staff', 'james', 'chicago', 'arrive', 'reservation', 'could', 'find', 'system', 'although', 'make', 'word', 'manager', 'duty', 'mr', 'chad', 'montgomery', 'give', 'room', 'previously', 'agree', 'upon', 'rate', 'anyone', 'make', 'mistake', 'angry', 'point', 'room', 'bland', 'colorless', 'spite', 'james', 'boast', 'attention', 'design', 'detail', 'room', 'mostly', 'clean', 'see', 'stain', 'bedding', 'convince', 'wash', ""room's"", 'last', 'occupant', 'attend', 'stressful', 'business', 'meeting', 'dining', 'room', 'night', 'complete', 'cold', 'undercooked', 'food', 'serve', 'sloppy', 'disgruntled', 'waitstaff', 'afterward', 'decide', 'relaxing', 'spa', 'treatment', 'order', 'assure', 'would', 'enjoy', ""asha's"", 'purifying', 'shower', 'ritual', 'would', 'primarily', 'take', 'place', 'room', 'shower', 'okay', 'think', 'must', 'allergic', 'jojoba', 'oil', 'provide', 'break', 'hive', 'body', 'next', 'come', 'in-room', 'portion', 'shower', 'five', 'foul', 'smelling', 'candle', 'light', 'room', 'guess', 'suppose', 'make', 'smell', 'good', 'begin', 'choke', 'odor', 'minute', 'walk', 'room', 'masseuse', 'direct', 'lie', 'bed', 'next', 'portion', 'hand', 'wander', 'little', 'much', 'liking', 'sure', 'certain', 'area', 'massage', 'menu', 'closing', 'ever', 'consider', 'staying', 'james', 'chicago', 'beg', 'reconsider', 'handful', 'positive', 'thing', 'say', 'hotel', 'suitcase', 'full', 'negative', 'include', 'pending', 'court', 'case', 'masseuse', 'almost', 'guarantee', 'would', 'regret', 'stay', 'know']",negative,deceptive
MTurk,james,"['james', 'chicago', 'would', 'one', 'bad', 'hotel', 'ever', 'life', 'even', 'though', 'notice', 'design', 'place', 'extremely', 'artistic', 'service', 'quality', 'hotel', 'condition', 'horrible', 'give', 'room', 'blanket', 'dirty', 'look', 'use', 'moment', 'ago', 'figure', 'hotel', 'busy', 'start', 'notice', 'furniture', 'come', 'cost', 'service', 'television', 'work', 'extremely', 'disapointed', 'especially', 'come', 'rigorous', 'day', 'work', 'want', 'relax', 'sadly', 'settle', 'work', 'instead', 'fritter', 'time', 'note', 'get', 'next', 'disapointment', 'wifi', 'bust', 'absolutely', 'nothing', 'stare', 'furniture', 'stare', 'wall', 'never', 'go', 'james', 'hotel', 'ever']",negative,deceptive
